对应主索节点编号,下端点X坐标（米）,下端点Y坐标（米）,下端点Z坐标（米）,基准态时上端点X坐标（米）,基准态时上端点Y坐标（米）,基准态时上端点Z坐标（米）
E364,-235.3179,55.5650,-212.0027,-233.8690,55.2229,-210.6973
E365,-232.1060,68.4230,-212.7857,-230.6798,68.0026,-211.4782
E366,-227.8045,81.0070,-212.6078,-226.4035,80.5088,-211.3003
E367,-223.2791,93.4650,-212.2331,-221.9058,92.8901,-210.9277
E368,-218.6144,105.7640,-211.5282,-217.2704,105.1138,-210.2277
E369,-214.1628,116.0820,-210.9441,-212.8469,115.3687,-209.6480
E370,-208.9539,126.0030,-209.6321,-207.6678,125.2275,-208.3418
E371,-204.7553,136.5430,-209.3573,-203.5006,135.7063,-208.0744
E372,-199.3978,146.8180,-208.4351,-198.1780,145.9199,-207.1600
E373,-193.6689,156.9330,-207.0161,-192.4855,155.9740,-205.7511
E374,-188.2005,167.3720,-205.9253,-187.0551,166.3533,-204.6720
E375,-181.9301,177.1470,-203.9972,-180.8242,176.0702,-202.7571
E376,-175.8106,186.9990,-202.0993,-174.7450,185.8656,-200.8744
E377,-169.3549,196.2840,-200.2561,-168.3313,195.0976,-199.0457
E378,-162.5597,205.3000,-198.0655,-161.5794,204.0620,-196.8711
A352,-155.8910,214.5660,-196.0843,-154.9552,213.2780,-194.9072
A380,-151.2806,226.9500,-191.8313,-150.3823,225.6024,-190.6922
A381,-140.1943,230.2260,-193.6960,-139.3580,228.8527,-192.5406
A382,-129.1107,233.3220,-195.4173,-128.3374,231.9246,-194.2469
A383,-118.2010,236.5960,-197.2922,-117.4917,235.1763,-196.1083
A384,-106.8639,239.6620,-199.3313,-106.2218,238.2220,-198.1336
A385,-96.9571,246.3210,-198.8358,-96.3772,244.8479,-197.6467
A386,-83.7953,244.5980,-202.4201,-83.2900,243.1231,-201.1995
A387,-72.1677,246.6340,-203.6089,-71.7319,245.1445,-202.3793
A388,-60.9101,248.3400,-204.7389,-60.5419,246.8389,-203.5013
A389,-49.5093,249.2940,-205.2485,-49.2092,247.7831,-204.0045
A390,-38.3729,251.6680,-206.9269,-38.1413,250.1491,-205.6780
A391,-27.7917,260.2760,-213.7218,-27.6289,258.7510,-212.4695
A392,-13.8723,260.2760,-213.7218,-13.7908,258.7471,-212.4663
A393,0.0000,260.2750,-213.7218,0.0000,258.7448,-212.4653
A394,13.8723,260.2760,-213.7218,13.7908,258.7471,-212.4663
A395,27.7917,260.2760,-213.7218,27.6289,258.7510,-212.4695
A396,39.6330,259.9320,-213.7218,39.4014,258.4131,-212.4729
A397,51.5532,259.5860,-213.7218,51.2531,258.0751,-212.4778
A398,63.5132,258.9540,-213.4888,63.1450,257.4529,-212.2512
A399,75.1048,256.6710,-211.8954,74.6690,255.1815,-210.6658
A400,86.6350,252.8870,-209.2797,86.1297,251.4121,-208.0591
A401,93.9510,238.6840,-198.0158,93.3769,237.2256,-196.8059
A402,100.8781,226.2380,-188.1662,100.2360,224.7980,-186.9685
A403,110.3674,220.9160,-184.2169,109.6581,219.4963,-183.0330
A404,119.4464,215.8580,-180.7898,118.6731,214.4606,-179.6194
A405,128.5224,211.0580,-177.5698,127.6861,209.6847,-176.4144
A406,137.8644,206.8230,-174.8189,136.9661,205.4754,-173.6798
B379,147.2529,202.6770,-172.1428,146.2937,201.3568,-171.0215
B380,154.1958,195.1540,-174.9309,153.1917,193.8832,-173.7918
B381,161.0320,187.4760,-177.5916,159.9843,186.2563,-176.4362
B382,167.2592,179.1020,-179.5849,166.1692,177.9348,-178.4145
B383,173.4486,170.7240,-181.5484,172.3175,169.6107,-180.3645
B384,179.6857,161.9710,-183.7623,178.5146,160.9153,-182.5646
B385,185.8685,153.1410,-185.9124,184.6589,152.1444,-184.7025
B386,192.5060,144.5940,-188.4909,191.2594,143.6577,-187.2703
B387,200.9175,137.1090,-192.7279,199.6356,136.2342,-191.4983
B388,206.4865,127.9320,-194.4938,205.1726,127.1180,-193.2562
B389,211.0548,118.1130,-195.3112,209.7106,117.3607,-194.0672
B390,214.8788,107.9290,-195.4540,213.5058,107.2394,-194.2051
B391,219.1063,97.9880,-195.9746,217.7062,97.3619,-194.7223
B392,221.5044,85.2540,-194.6162,220.0755,84.7040,-193.3607
B393,227.0652,73.7790,-196.0471,225.6099,73.3061,-194.7906
B394,230.1525,61.4510,-195.3301,228.6732,61.0560,-194.0746
B395,234.7627,49.4950,-195.8966,233.2620,49.1786,-194.6443
B396,238.1946,39.1370,-196.2077,236.6785,38.8879,-194.9588
B397,245.0391,29.0780,-199.2694,243.5094,28.8965,-198.0254
B398,251.9329,18.5860,-202.2702,250.3915,18.4723,-201.0326
B399,253.6202,7.4830,-201.0384,252.0690,7.4372,-199.8088
B400,257.7211,-4.0960,-201.7944,256.1623,-4.0712,-200.5738
B401,261.4837,-15.9270,-202.2306,259.9193,-15.8317,-201.0207
B402,265.6194,-28.0670,-202.8944,264.0514,-27.9013,-201.6967
B403,267.4569,-40.1920,-201.7540,265.8875,-39.9562,-200.5701
B404,267.8365,-51.8600,-199.9234,266.2686,-51.5564,-198.7530
B405,267.9163,-63.5260,-197.8588,266.3518,-63.1550,-196.7034
B406,267.9445,-75.2490,-195.7432,266.3853,-74.8111,-194.6041
C379,263.9038,-85.7480,-190.6703,262.3518,-85.2437,-189.5490
C380,255.6830,-94.6470,-191.7541,254.1642,-94.0848,-190.6150
C381,247.4466,-103.3100,-192.6868,245.9628,-102.6905,-191.5314
C382,237.1852,-110.8110,-191.8496,235.7383,-110.1350,-190.6792
C383,229.5046,-119.2360,-192.9297,228.0963,-118.5043,-191.7458
C384,223.3427,-128.7810,-195.8399,221.9768,-127.9934,-194.6422
C385,219.2369,-139.7460,-200.7021,217.9152,-138.9036,-199.4922
C386,217.0306,-152.4700,-207.6517,215.7549,-151.5738,-206.4311
C387,208.9746,-161.4550,-209.2385,207.7465,-160.5062,-208.0089
C388,199.8889,-169.0330,-209.6054,198.7087,-168.0350,-208.3678
C389,191.2127,-176.8620,-210.3391,190.0818,-175.8160,-209.0951
C390,183.1439,-185.2710,-211.7529,182.0638,-184.1783,-210.5040
C391,175.2499,-193.9870,-213.4540,174.2218,-192.8489,-212.2017
C392,165.5527,-204.0690,-215.4710,164.5881,-202.8800,-214.2155
C393,154.2010,-212.2390,-215.4194,153.3016,-211.0010,-214.1629
C394,142.0990,-219.2390,-214.2284,141.2662,-217.9542,-212.9729
C395,129.6027,-225.3380,-212.2490,128.8380,-224.0085,-210.9967
C396,118.7334,-229.7400,-210.2048,118.0280,-228.3751,-208.9559
C397,107.6698,-233.3680,-207.5472,107.0245,-231.9693,-206.3032
C398,96.1349,-235.3450,-203.5563,95.5504,-233.9142,-202.3187
C399,85.0492,-237.6640,-200.0035,84.5263,-236.2028,-198.7739
C400,73.3773,-238.6740,-195.4889,72.9192,-237.1838,-194.2683
C401,62.1603,-240.1080,-191.4661,61.7675,-238.5907,-190.2562
C402,51.9345,-245.0010,-190.2448,51.6075,-243.4586,-189.0471
C403,41.1494,-247.1240,-186.8849,40.8887,-245.5585,-185.7010
C404,30.8240,-249.5400,-184.2598,30.6282,-247.9550,-183.0894
C405,20.5422,-251.9640,-181.6587,20.4115,-250.3614,-180.5033
C406,10.2717,-254.2800,-178.9886,10.2063,-252.6618,-177.8495
D379,0.0000,-256.2480,-176.0776,0.0000,-254.6161,-174.9563
D380,-10.2115,-252.7900,-177.9392,-10.1461,-251.1718,-176.8001
D381,-20.2743,-248.6790,-179.2902,-20.1436,-247.0764,-178.1348
D382,-30.3141,-245.4120,-181.2121,-30.1183,-243.8270,-180.0417
D383,-40.4911,-243.1710,-183.8953,-40.2304,-241.6055,-182.7114
D384,-50.9678,-240.4410,-186.7036,-50.6408,-238.8986,-185.5059
D385,-61.4254,-237.2690,-189.2025,-61.0326,-235.7517,-187.9926
D386,-71.9753,-234.1140,-191.7535,-71.5172,-232.6238,-190.5329
D387,-82.3807,-230.2070,-193.7282,-81.8578,-228.7458,-192.4986
D388,-92.3222,-226.0120,-195.4832,-91.7377,-224.5812,-194.2456
D389,-102.0268,-221.1370,-196.6696,-101.3815,-219.7383,-195.4256
D390,-112.0573,-216.8230,-198.3854,-111.3519,-215.4581,-197.1365
D391,-121.4360,-211.1390,-198.8746,-120.6713,-209.8095,-197.6223
D392,-131.7442,-203.2630,-198.6175,-130.9114,-201.9782,-197.3620
D393,-142.1869,-195.7030,-198.6356,-141.2875,-194.4650,-197.3791
D394,-152.6475,-188.1620,-198.6746,-151.6829,-186.9730,-197.4191
D395,-163.7232,-181.2280,-199.4144,-162.6951,-180.0899,-198.1621
D396,-172.0463,-174.0430,-198.9209,-170.9661,-172.9503,-197.6720
D397,-180.4704,-166.9260,-198.5223,-179.3395,-165.8800,-197.2783
D398,-188.5189,-159.4180,-197.6827,-187.3387,-158.4200,-196.4451
D399,-197.4357,-152.5400,-197.6850,-196.2076,-151.5912,-196.4554
D400,-206.5399,-145.1000,-197.6144,-205.2642,-144.2038,-196.3938
D401,-214.7579,-136.8910,-196.6018,-213.4362,-136.0486,-195.3919
D402,-221.0846,-127.4790,-193.8599,-219.7187,-126.6914,-192.6622
D403,-229.1326,-119.0430,-192.6170,-227.7243,-118.3113,-191.4331
D404,-235.4688,-110.0090,-190.4613,-234.0219,-109.3330,-189.2909
D405,-241.9084,-100.9980,-188.3742,-240.4246,-100.3785,-187.2188
D406,-248.5276,-91.9980,-186.3879,-247.0088,-91.4358,-185.2488
E379,-256.8415,-83.4530,-185.5678,-255.2895,-82.9487,-184.4465
E380,-257.8033,-72.4010,-188.3348,-256.2441,-71.9631,-187.1957
E381,-259.4250,-61.5120,-191.5879,-257.8605,-61.1410,-190.4325
E382,-260.9765,-50.5320,-194.8028,-259.4086,-50.2284,-193.6324
E383,-262.5552,-39.4550,-198.0564,-260.9858,-39.2192,-196.8725
E384,-264.1836,-27.9150,-201.7977,-262.6156,-27.7493,-200.6000
E385,-264.8803,-16.1340,-204.8576,-263.3159,-16.0387,-203.6477
E386,-264.4399,-4.2030,-207.0551,-262.8811,-4.1782,-205.8345
E387,-260.0661,7.6740,-206.1480,-258.5149,7.6282,-204.9184
E388,-257.3797,18.9880,-206.6432,-255.8383,18.8743,-205.4056
E389,-252.9945,30.0220,-205.7388,-251.4648,29.8405,-204.4948
E390,-250.9051,41.2260,-206.6777,-249.3890,40.9769,-205.4288
E391,-247.8623,52.2570,-206.8275,-246.3616,51.9406,-205.5752
E392,-243.5062,65.0160,-206.6633,-242.0269,64.6210,-205.4078
E393,-239.1189,77.6950,-206.4542,-237.6636,77.2221,-205.1977
E394,-234.5843,90.2880,-206.1084,-233.1554,89.7380,-204.8529
E395,-230.1043,102.9070,-205.8116,-228.7042,102.2809,-204.5593
E396,-225.6931,113.3610,-205.2907,-224.3201,112.6714,-204.0418
E397,-221.1344,123.7540,-204.6389,-219.7902,123.0017,-203.3949
E398,-216.3684,134.0540,-203.8018,-215.0545,133.2400,-202.5642
E399,-212.0776,144.7250,-203.4332,-210.7957,143.8502,-202.2036
E400,-207.0059,155.4850,-202.6885,-205.7593,154.5487,-201.4679
E401,-201.6741,166.1630,-201.7217,-200.4645,165.1664,-200.5118
E402,-195.2289,175.9820,-199.6582,-194.0578,174.9263,-198.4605
E403,-188.7873,185.8220,-197.6034,-187.6562,184.7087,-196.4195
E404,-182.5783,195.5060,-196.0329,-181.4883,194.3388,-194.8625
E405,-175.8447,204.7210,-193.9275,-174.7970,203.5013,-192.7721
E406,-169.0308,213.9290,-191.7607,-168.0267,212.6583,-190.6216
A379,-162.4131,223.5430,-189.8654,-161.4539,222.2228,-188.7441
A407,-135.5324,243.2480,-189.5167,-134.7357,241.8181,-188.4027
A408,-124.0469,245.8610,-190.9014,-123.3139,244.4082,-189.7734
A409,-112.9731,248.9080,-192.7307,-112.3043,247.4345,-191.5897
A410,-101.3139,251.6090,-194.4920,-100.7129,250.1164,-193.3382
A411,-89.7002,254.4230,-196.3266,-89.1679,252.9132,-195.1615
A432,-84.1901,267.9920,-192.2657,-83.7004,266.4332,-191.1474
A412,-78.0191,256.9580,-197.9245,-77.5560,255.4329,-196.7498
A433,-73.9805,275.0380,-197.1107,-73.5576,273.4658,-195.9839
A413,-66.8110,259.4360,-199.5199,-66.4150,257.8982,-198.3372
A434,-63.0792,280.9420,-201.1322,-62.7236,279.3582,-199.9983
A414,-56.5399,266.8640,-205.0461,-56.2119,265.3156,-203.8564
A435,-50.8708,282.1520,-201.8722,-50.5835,280.5587,-200.7323
A415,-45.2247,271.3420,-208.2857,-44.9652,269.7849,-207.0905
A436,-38.6883,283.3580,-202.6105,-38.4697,281.7572,-201.4659
A416,-33.2163,272.2280,-208.7437,-33.0255,270.6641,-207.5445
A437,-26.5697,284.1100,-203.0790,-26.4195,282.5038,-201.9309
A417,-21.2956,273.0110,-209.2361,-21.1732,271.4425,-208.0340
A438,-14.4326,284.4450,-203.2488,-14.3509,282.8354,-202.0987
A418,-7.1130,273.4570,-209.6028,-7.0721,271.8859,-208.3985
A439,0.0000,284.6310,-203.3819,0.0000,283.0200,-202.2308
A419,7.1068,273.2190,-209.4205,7.0659,271.6479,-208.2162
A440,14.4399,284.5890,-203.3514,14.3582,282.9794,-202.2013
A420,21.2894,272.9320,-209.1757,21.1670,271.3635,-207.9736
A441,26.5650,284.0600,-203.0428,26.4148,282.4538,-201.8947
A421,33.2525,272.5240,-208.9712,33.0617,270.9601,-207.7720
A442,38.6608,283.1570,-202.4666,38.4422,281.5562,-201.3220
A422,45.2488,271.4870,-208.3968,44.9893,269.9299,-207.2016
A443,50.8808,282.2070,-201.9118,50.5935,280.6138,-200.7719
A423,57.2809,270.3610,-207.7337,56.9529,268.8126,-206.5440
A444,63.1211,281.1290,-201.2657,62.7655,279.5452,-200.1318
A424,69.3092,269.1360,-206.9803,68.9132,267.5982,-205.7976
A445,74.9644,278.6950,-199.7323,74.5415,277.1228,-198.6055
A425,81.0020,266.7820,-205.4917,80.5389,265.2569,-204.3170
A446,87.0171,276.9910,-198.7218,86.5274,275.4322,-197.6035
A426,93.1635,264.2460,-203.9067,92.6312,262.7362,-202.7416
A427,103.3761,256.7310,-198.4508,102.7751,255.2384,-197.2970
A428,105.7939,233.0900,-180.4830,105.1251,231.6165,-179.3420
A429,114.8609,227.6550,-176.7646,114.1279,226.2022,-175.6366
A430,124.2209,222.9470,-173.6997,123.4242,221.5171,-172.5857
B407,170.7767,183.9430,-170.8272,169.6630,182.7434,-169.7132
B408,177.1724,175.7730,-173.0089,176.0172,174.6269,-171.8809
B409,183.3321,167.4770,-175.0798,182.1374,166.3856,-173.9388
B410,189.5937,158.7100,-177.2925,188.3599,157.6771,-176.1387
B411,199.9878,153.0180,-183.2569,198.7164,152.0452,-182.0918
B432,213.8224,152.1820,-179.6335,212.4912,151.2346,-178.5152
B412,207.7814,144.8950,-186.7017,206.4740,143.9833,-185.5270
B433,220.7701,143.6730,-182.2940,219.4055,142.7849,-181.1672
B413,213.5140,135.7170,-188.4204,212.1738,134.8651,-187.2377
B434,224.5885,133.1110,-182.3664,223.1921,132.2834,-181.2325
B414,218.0146,125.6800,-189.1551,216.6434,124.8895,-187.9654
B435,227.9372,122.3240,-182.1465,226.5107,121.5585,-181.0066
B415,221.6921,115.2220,-189.1761,220.2914,114.4940,-187.9809
B436,231.3262,111.7020,-181.9918,229.8713,110.9995,-180.8472
B416,224.8315,104.6340,-188.7564,223.4031,103.9692,-187.5572
B437,234.2487,101.0910,-181.5726,232.7676,100.4518,-180.4245
B417,228.3013,94.3800,-188.7596,226.8473,93.7789,-187.5575
B438,238.0482,90.9240,-181.8481,236.5426,90.3489,-180.6979
B418,231.3681,81.8870,-188.0583,229.8865,81.3626,-186.8540
B439,241.6689,78.5230,-181.5704,240.1368,78.0252,-180.4193
B419,235.3461,69.7580,-188.0853,233.8392,69.3114,-186.8810
B440,244.2977,65.8950,-180.5686,242.7416,65.4753,-179.4184
B420,238.8238,57.5130,-187.6978,237.2942,57.1447,-186.4957
B441,248.6818,55.8480,-181.3910,247.1078,55.4945,-180.2429
B421,242.0647,47.2430,-187.7250,240.5184,46.9412,-186.5258
B442,252.8165,45.6040,-182.0011,251.2265,45.3172,-180.8565
B422,246.7033,37.0350,-188.8891,245.1422,36.8007,-187.6939
B443,257.0190,35.1140,-182.6539,255.4150,34.8949,-181.5140
B423,253.1531,26.7770,-191.3493,251.5792,26.6105,-190.1596
B444,262.5510,24.5660,-184.2008,260.9349,24.4148,-183.0669
B424,259.2450,16.1230,-193.4473,257.6601,16.0244,-192.2646
B445,266.7023,13.7190,-184.8210,265.0763,13.6354,-183.6942
B425,264.4571,5.1260,-194.9516,262.8635,5.0951,-193.7769
B446,273.0500,2.6680,-186.8985,271.4162,2.6520,-185.7802
B426,267.8537,-6.6440,-194.9910,266.2533,-6.6043,-193.8259
B427,273.3151,-18.7900,-196.4421,271.7098,-18.6796,-195.2883
B428,277.9786,-31.2390,-197.2308,276.3705,-31.0583,-196.0898
B429,278.8439,-43.0310,-195.5892,277.2357,-42.7828,-194.4612
B430,279.1501,-54.8960,-193.6270,277.5440,-54.5802,-192.5130
C407,247.4182,-114.7130,-185.6102,245.9332,-114.0245,-184.4962
C408,238.6980,-122.8170,-186.0899,237.2511,-122.0725,-184.9619
C409,231.5526,-131.4750,-187.7451,230.1454,-130.6760,-186.6041
C410,227.5105,-142.5350,-192.5069,226.1469,-141.6807,-191.3531
C411,225.8196,-155.6610,-199.6017,224.5015,-154.7524,-198.4366
C432,229.9610,-170.5330,-195.9539,228.6486,-169.5597,-194.8356
C412,219.3581,-165.9610,-202.7339,218.0870,-164.9993,-201.5592
C433,220.9103,-178.5360,-196.5735,219.6440,-177.5126,-195.4467
C413,210.1567,-173.6010,-203.0104,208.9324,-172.5897,-201.8277
C434,211.1011,-185.7530,-196.4199,209.8825,-184.6807,-195.2860
C414,200.1811,-180.4820,-202.5980,199.0056,-179.4222,-201.4083
C435,202.5550,-194.1040,-197.5375,201.3861,-192.9839,-196.3976
C415,192.0099,-188.9340,-203.9640,190.8847,-187.8268,-202.7688
C436,194.4988,-203.0000,-199.1755,193.3811,-201.8334,-198.0309
C416,184.6692,-198.3330,-206.2704,183.5956,-197.1799,-205.0712
C437,186.5733,-212.0520,-201.0128,185.5077,-210.8409,-199.8647
C417,176.8478,-207.3530,-208.2330,175.8269,-206.1559,-207.0309
C438,178.4834,-221.1590,-202.8113,177.4712,-219.9048,-201.6611
C418,166.9262,-217.6200,-210.1542,165.9696,-216.3729,-208.9499
C439,167.5422,-230.6020,-203.6743,166.5953,-229.2987,-202.5232
C419,154.7644,-225.1000,-209.3125,153.8740,-223.8049,-208.1082
C440,154.7125,-237.3700,-202.1988,153.8325,-236.0198,-201.0486
C420,142.1390,-231.5880,-207.6236,141.3160,-230.2471,-206.4215
C441,142.5305,-240.4560,-198.9338,141.7079,-239.0683,-197.7857
C421,130.7225,-235.4090,-204.9559,129.9576,-234.0316,-203.7567
C442,129.4848,-241.2330,-193.9679,128.7207,-239.8095,-192.8233
C422,119.3012,-238.8890,-202.1812,118.5959,-237.4768,-200.9860
C443,117.5097,-243.3010,-190.2488,116.8056,-241.8432,-189.1089
C423,107.7152,-241.5030,-198.7695,107.0705,-240.0575,-197.5798
C444,106.3108,-246.3140,-187.3994,105.6676,-244.8237,-186.2655
C424,95.8458,-242.5890,-194.2603,95.2623,-241.1121,-193.0776
C445,95.1436,-248.5740,-184.2023,94.5616,-247.0535,-183.0755
C425,84.1587,-242.8940,-189.4641,83.6369,-241.3880,-188.2894
C446,84.2367,-250.8860,-181.1406,83.7166,-249.3371,-180.0223
C426,72.8220,-244.6010,-185.7307,72.3652,-243.0666,-184.5656
C427,61.6744,-246.1330,-181.9455,61.2833,-244.5722,-180.7917
C428,51.1049,-249.2300,-179.3838,50.7798,-247.6448,-178.2428
C429,41.3628,-254.6140,-178.8188,41.1019,-253.0078,-177.6908
C430,30.9885,-257.0370,-176.2054,30.7926,-255.4119,-175.0914
D407,-30.6009,-253.8230,-174.0015,-30.4050,-252.1979,-172.8875
D408,-40.8178,-251.2600,-176.4627,-40.5569,-249.6538,-175.3347
D409,-51.1099,-249.2540,-179.4014,-50.7848,-247.6688,-178.2604
D410,-61.7924,-246.6040,-182.2936,-61.4013,-245.0432,-181.1398
D411,-72.5782,-243.7820,-185.1088,-72.1214,-242.2476,-183.9437
D432,-83.7322,-249.3840,-180.0559,-83.2121,-247.8351,-178.9376
D412,-83.0641,-239.7350,-186.9999,-82.5423,-238.2290,-185.8252
D433,-94.4495,-246.7610,-182.8586,-93.8675,-245.2405,-181.7318
D413,-93.0607,-235.5400,-188.6154,-92.4772,-234.0631,-187.4327
D434,-104.6773,-242.5290,-184.5200,-104.0341,-241.0387,-183.3861
D414,-103.0010,-230.9340,-190.0703,-102.3563,-229.4885,-188.8806
D435,-114.8543,-237.8030,-185.9496,-114.1502,-236.3452,-184.8097
D415,-113.1470,-226.5660,-191.7516,-112.4417,-225.1538,-190.5564
D436,-124.7847,-232.4770,-186.9271,-124.0206,-231.0535,-185.7825
D416,-122.8225,-221.1830,-192.5697,-122.0576,-219.8056,-191.3705
D437,-133.5878,-225.3690,-186.4523,-132.7652,-223.9813,-185.3042
D417,-131.7681,-214.6900,-192.4748,-130.9451,-213.3491,-191.2727
D438,-142.3984,-218.4770,-186.1051,-141.5184,-217.1268,-184.9549
D418,-141.9851,-206.5120,-192.0290,-141.0947,-205.2169,-190.8247
D439,-153.0541,-210.6600,-186.0617,-152.1072,-209.3567,-184.9106
D419,-153.2556,-199.7980,-192.9434,-152.2990,-198.5509,-191.7391
D440,-164.3419,-203.6370,-186.7423,-163.3297,-202.3828,-185.5921
D420,-163.5673,-191.7810,-192.5955,-162.5464,-190.5839,-191.3934
D441,-172.7565,-196.3490,-186.1267,-171.6909,-195.1379,-184.9786
D421,-172.7435,-185.5250,-192.9497,-171.6699,-184.3719,-191.7505
D442,-181.5462,-189.4810,-185.9114,-180.4285,-188.3144,-184.7668
D422,-180.9455,-178.0470,-192.2107,-179.8203,-176.9398,-191.0155
D443,-189.3213,-181.4230,-184.6316,-188.1524,-180.3029,-183.4917
D423,-188.9735,-170.3780,-191.2551,-187.7980,-169.3182,-190.0654
D444,-197.7316,-173.9890,-183.9802,-196.5130,-172.9167,-182.8463
D424,-197.4843,-163.1330,-190.7689,-196.2600,-162.1217,-189.5862
D445,-206.9898,-167.2860,-184.1866,-205.7235,-166.2626,-183.0598
D425,-206.9228,-156.5520,-191.2410,-205.6517,-155.5903,-190.0663
D446,-216.0263,-160.2000,-184.0799,-214.7139,-159.2267,-182.9616
D426,-215.1119,-148.2800,-190.1371,-213.7938,-147.3714,-188.9720
D427,-222.3693,-139.3140,-188.1567,-221.0057,-138.4597,-187.0029
D428,-230.1089,-130.6550,-186.5745,-228.7017,-129.8560,-185.4335
D429,-236.7375,-121.8080,-184.5614,-235.2906,-121.0635,-183.4334
D430,-242.5508,-112.4560,-181.9587,-241.0658,-111.7675,-180.8447
E407,-271.3261,-53.3570,-188.2001,-269.7200,-53.0412,-187.0861
E408,-273.8621,-42.2620,-192.0949,-272.2539,-42.0138,-190.9669
E409,-276.9519,-31.1230,-196.5023,-275.3438,-30.9423,-195.3613
E410,-277.7599,-19.0960,-199.6367,-276.1546,-18.9856,-198.4829
E432,-286.8373,2.8030,-196.3357,-285.2035,2.7870,-195.2174
E411,-276.6236,-6.8610,-201.3753,-275.0232,-6.8213,-200.2102
E433,-283.0354,14.5600,-196.1396,-281.4094,14.4764,-195.0128
E412,-274.4672,5.3200,-202.3308,-272.8736,5.2891,-201.1561
E434,-279.3777,26.1410,-196.0061,-277.7616,25.9898,-194.8722
E413,-270.5292,16.8250,-201.8675,-268.9443,16.7264,-200.6848
E435,-275.6001,37.6530,-195.8588,-273.9961,37.4339,-194.7189
E414,-266.9490,28.2360,-201.7772,-265.3751,28.0695,-200.5875
E436,-271.7892,49.0270,-195.6594,-270.1992,48.7402,-194.5148
E415,-262.9529,39.4740,-201.3306,-261.3918,39.2397,-200.1354
E437,-267.3811,60.0480,-195.0305,-265.8071,59.6945,-193.8824
E416,-259.1870,50.5850,-201.0036,-257.6407,50.2832,-199.8044
E438,-263.6568,71.1170,-194.8775,-262.1007,70.6973,-193.7273
E417,-255.9042,61.6260,-201.1217,-254.3746,61.2577,-199.9196
E439,-259.0817,84.1810,-194.6530,-257.5496,83.6832,-193.5019
E418,-251.3559,74.5030,-200.8800,-249.8490,74.0564,-199.6757
E440,-253.6921,96.9000,-193.7987,-252.1865,96.3249,-192.6486
E419,-246.7183,87.3200,-200.5350,-245.2367,86.7956,-199.3307
E441,-248.9530,107.4360,-192.9703,-247.4719,106.7968,-191.8222
E420,-241.7580,99.9430,-199.8856,-240.3040,99.3419,-198.6835
E442,-243.8801,117.7640,-191.8684,-242.4252,117.0615,-190.7238
E421,-237.8559,110.6960,-199.6909,-236.4275,110.0312,-198.4917
E443,-239.6440,128.6070,-191.5015,-238.2175,127.8415,-190.3616
E422,-233.3278,121.2700,-199.1051,-231.9271,120.5420,-197.9099
E444,-234.9885,139.2750,-190.8112,-233.5921,138.4474,-189.6773
E423,-228.4216,131.6790,-198.1844,-227.0504,130.8885,-196.9947
E445,-230.6659,150.1130,-190.4651,-229.3013,149.2249,-189.3383
E424,-224.1248,142.4620,-197.7842,-222.7846,141.6101,-196.6015
E446,-226.1954,160.9880,-190.0281,-224.8642,160.0406,-188.9098
E425,-219.1292,152.8080,-196.8982,-217.8218,151.8963,-195.7235
E426,-213.8560,163.6290,-195.9649,-212.5846,162.6562,-194.7998
E427,-208.1197,174.2190,-194.6166,-206.8859,173.1861,-193.4628
E428,-202.1337,184.6530,-193.0351,-200.9390,183.5616,-191.8941
E429,-195.6709,194.1260,-191.0728,-194.5157,192.9799,-189.9448
E430,-189.1979,203.7840,-189.2538,-188.0842,202.5844,-188.1398
