自行车序号: 1,出发区域: 8
出发时间：511.39,到达时间：515.53,到达区域:10
出发时间：520.87,到达时间：529.29,到达区域: 1
出发时间：624.06,到达时间：634.34,到达区域: 2
出发时间：687.69,到达时间：698.32,到达区域:10
自行车序号:296,出发区域: 8
出发时间：461.64,到达时间：466.13,到达区域: 6
出发时间：475.59,到达时间：484.98,到达区域: 5
出发时间：490.48,到达时间：504.38,到达区域:10
出发时间：537.99,到达时间：541.45,到达区域: 8
出发时间：573.01,到达时间：577.50,到达区域: 6
出发时间：628.56,到达时间：634.37,到达区域: 7
出发时间：716.22,到达时间：725.43,到达区域: 2
出发时间：731.69,到达时间：742.52,到达区域:10
出发时间：802.12,到达时间：817.00,到达区域: 5
出发时间：833.94,到达时间：844.37,到达区域: 8
出发时间：853.35,到达时间：857.85,到达区域: 6
出发时间：941.11,到达时间：947.12,到达区域: 7
出发时间：1045.31,到达时间：1049.57,到达区域: 8
出发时间：1096.68,到达时间：1100.95,到达区域: 6
出发时间：1185.63,到达时间：1189.77,到达区域: 8
出发时间：1220.25,到达时间：1232.10,到达区域: 1
出发时间：1323.22,到达时间：1335.64,到达区域: 9
自行车序号:297,出发区域: 2
出发时间：376.09,到达时间：380.85,到达区域: 3
出发时间：457.90,到达时间：462.95,到达区域: 2
出发时间：470.09,到达时间：480.70,到达区域:10
出发时间：550.97,到达时间：564.28,到达区域: 7
出发时间：592.63,到达时间：596.94,到达区域: 8
出发时间：644.82,到达时间：655.27,到达区域: 5
出发时间：739.50,到达时间：751.81,到达区域:10
出发时间：814.77,到达时间：822.90,到达区域: 1
出发时间：886.64,到达时间：895.13,到达区域:10
出发时间：982.14,到达时间：993.81,到达区域: 4
出发时间：1081.11,到达时间：1084.91,到达区域: 5
出发时间：1133.69,到达时间：1148.46,到达区域: 9
出发时间：1225.52,到达时间：1240.56,到达区域: 5
自行车序号:298,出发区域: 6
出发时间：478.12,到达时间：483.75,到达区域: 3
出发时间：568.36,到达时间：577.77,到达区域: 5
出发时间：634.96,到达时间：650.07,到达区域: 9
出发时间：695.92,到达时间：700.41,到达区域:10
出发时间：750.72,到达时间：754.41,到达区域: 8
自行车序号:299,出发区域: 6
出发时间：420.31,到达时间：426.02,到达区域: 3
出发时间：484.69,到达时间：499.48,到达区域: 9
出发时间：541.05,到达时间：545.05,到达区域:10
出发时间：631.14,到达时间：639.33,到达区域: 1
出发时间：690.01,到达时间：698.81,到达区域: 5
出发时间：715.91,到达时间：726.62,到达区域: 6
出发时间：742.35,到达时间：747.19,到达区域: 9
出发时间：753.25,到达时间：764.38,到达区域: 1
出发时间：827.96,到达时间：839.34,到达区域: 4
出发时间：849.48,到达时间：855.80,到达区域: 6
自行车序号:300,出发区域: 9
出发时间：460.73,到达时间：474.09,到达区域: 5
出发时间：560.58,到达时间：572.02,到达区域: 7
出发时间：650.01,到达时间：662.55,到达区域: 4
出发时间：714.42,到达时间：718.58,到达区域: 8
出发时间：783.50,到达时间：797.29,到达区域: 9
出发时间：833.27,到达时间：838.41,到达区域: 6
出发时间：843.63,到达时间：853.39,到达区域: 1
自行车序号:301,出发区域: 5
出发时间：449.71,到达时间：461.82,到达区域: 8
出发时间：496.07,到达时间：500.75,到达区域: 4
出发时间：549.61,到达时间：553.52,到达区域: 5
出发时间：633.84,到达时间：641.79,到达区域: 1
出发时间：663.40,到达时间：670.81,到达区域: 5
自行车序号:302,出发区域: 7
出发时间：404.40,到达时间：408.91,到达区域: 8
出发时间：444.31,到达时间：457.46,到达区域: 9
出发时间：542.33,到达时间：548.01,到达区域: 6
出发时间：576.94,到达时间：581.70,到达区域: 9
出发时间：607.34,到达时间：620.00,到达区域: 3
出发时间：638.36,到达时间：652.71,到达区域: 4
出发时间：686.84,到达时间：698.32,到达区域: 7
出发时间：753.05,到达时间：767.74,到达区域: 9
出发时间：850.47,到达时间：857.33,到达区域: 4
出发时间：944.62,到达时间：948.65,到达区域: 5
出发时间：1034.19,到达时间：1047.14,到达区域: 2
出发时间：1120.85,到达时间：1124.49,到达区域: 9
出发时间：1164.04,到达时间：1168.24,到达区域:10
出发时间：1209.89,到达时间：1213.94,到达区域: 8
出发时间：1282.54,到达时间：1290.51,到达区域: 2
出发时间：1356.61,到达时间：1367.91,到达区域:10
出发时间：1403.32,到达时间：1415.33,到达区域: 4
自行车序号:303,出发区域: 8
出发时间：417.38,到达时间：427.93,到达区域: 5
出发时间：492.93,到达时间：501.09,到达区域: 3
出发时间：580.40,到达时间：595.32,到达区域: 9
出发时间：621.29,到达时间：628.36,到达区域: 4
出发时间：695.76,到达时间：702.43,到达区域: 9
出发时间：802.38,到达时间：806.01,到达区域: 2
出发时间：863.30,到达时间：868.42,到达区域: 3
出发时间：945.60,到达时间：954.29,到达区域: 5
出发时间：1006.54,到达时间：1017.59,到达区域: 6
出发时间：1054.45,到达时间：1063.43,到达区域: 1
出发时间：1142.38,到达时间：1152.43,到达区域: 2
出发时间：1195.74,到达时间：1199.09,到达区域: 9
出发时间：1239.00,到达时间：1243.44,到达区域:10
出发时间：1299.29,到达时间：1312.52,到达区域: 7
出发时间：1340.47,到达时间：1355.20,到达区域: 3
出发时间：1407.86,到达时间：1421.07,到达区域: 4
自行车序号:304,出发区域: 8
出发时间：449.17,到达时间：462.27,到达区域: 9
出发时间：539.34,到达时间：550.98,到达区域: 8
出发时间：562.23,到达时间：571.44,到达区域: 2
出发时间：595.21,到达时间：604.57,到达区域: 7
出发时间：686.03,到达时间：695.54,到达区域: 2
自行车序号:305,出发区域: 7
出发时间：407.93,到达时间：413.90,到达区域: 6
出发时间：432.41,到达时间：446.00,到达区域:10
出发时间：492.25,到达时间：502.84,到达区域: 4
出发时间：578.52,到达时间：590.05,到达区域: 7
出发时间：654.98,到达时间：659.72,到达区域: 8
出发时间：702.78,到达时间：706.82,到达区域:10
出发时间：777.00,到达时间：788.83,到达区域: 2
出发时间：855.16,到达时间：866.52,到达区域: 6
自行车序号:306,出发区域: 8
出发时间：391.80,到达时间：396.13,到达区域: 3
出发时间：402.64,到达时间：416.36,到达区域: 4
出发时间：430.21,到达时间：443.26,到达区域: 7
出发时间：465.25,到达时间：478.28,到达区域: 4
出发时间：542.59,到达时间：546.50,到达区域: 5
出发时间：572.47,到达时间：582.01,到达区域: 6
出发时间：638.18,到达时间：647.95,到达区域: 5
出发时间：702.78,到达时间：711.64,到达区域: 3
自行车序号:307,出发区域: 3
出发时间：372.77,到达时间：379.56,到达区域:10
出发时间：391.51,到达时间：395.66,到达区域: 9
出发时间：467.08,到达时间：480.40,到达区域: 7
出发时间：512.68,到达时间：519.23,到达区域: 6
出发时间：580.91,到达时间：589.59,到达区域: 1
出发时间：595.58,到达时间：602.92,到达区域: 5
出发时间：659.47,到达时间：663.44,到达区域: 4
出发时间：701.98,到达时间：706.12,到达区域: 5
出发时间：799.73,到达时间：809.56,到达区域: 6
出发时间：853.09,到达时间：858.71,到达区域: 7
出发时间：946.93,到达时间：958.00,到达区域: 2
出发时间：968.51,到达时间：980.14,到达区域:10
出发时间：1060.06,到达时间：1063.61,到达区域: 8
出发时间：1080.38,到达时间：1084.93,到达区域: 6
自行车序号:308,出发区域: 5
出发时间：469.42,到达时间：483.09,到达区域:10
出发时间：489.45,到达时间：500.71,到达区域: 2
出发时间：570.41,到达时间：577.63,到达区域: 4
出发时间：588.02,到达时间：592.63,到达区域: 8
出发时间：630.83,到达时间：635.15,到达区域: 7
出发时间：664.42,到达时间：670.11,到达区域: 6
出发时间：751.29,到达时间：763.65,到达区域: 2
出发时间：773.86,到达时间：781.13,到达区域: 4
出发时间：797.93,到达时间：804.12,到达区域: 9
出发时间：867.15,到达时间：871.93,到达区域:10
出发时间：960.16,到达时间：971.40,到达区域: 4
出发时间：1056.00,到达时间：1062.89,到达区域: 2
出发时间：1099.12,到达时间：1102.76,到达区域: 9
自行车序号:309,出发区域: 5
出发时间：473.97,到达时间：485.67,到达区域: 8
出发时间：550.95,到达时间：558.75,到达区域: 2
出发时间：603.55,到达时间：613.01,到达区域: 1
出发时间：692.24,到达时间：704.06,到达区域: 7
出发时间：755.15,到达时间：759.74,到达区域: 8
出发时间：803.15,到达时间：807.18,到达区域: 7
出发时间：855.19,到达时间：859.57,到达区域: 8
出发时间：942.75,到达时间：947.49,到达区域: 7
出发时间：1041.67,到达时间：1052.52,到达区域: 1
出发时间：1082.00,到达时间：1090.39,到达区域: 6
出发时间：1134.93,到达时间：1149.71,到达区域:10
出发时间：1248.29,到达时间：1252.12,到达区域: 8
出发时间：1343.93,到达时间：1352.42,到达区域: 2
自行车序号:310,出发区域: 1
出发时间：465.90,到达时间：477.36,到达区域: 8
出发时间：569.47,到达时间：574.20,到达区域: 7
出发时间：629.29,到达时间：633.69,到达区域: 8
出发时间：672.88,到达时间：685.74,到达区域: 9
出发时间：758.88,到达时间：764.36,到达区域: 6
出发时间：852.99,到达时间：861.60,到达区域: 1
出发时间：899.91,到达时间：910.73,到达区域: 2
出发时间：929.08,到达时间：933.89,到达区域: 3
自行车序号:311,出发区域: 3
出发时间：361.78,到达时间：370.19,到达区域: 5
出发时间：376.40,到达时间：388.57,到达区域: 8
出发时间：484.08,到达时间：494.71,到达区域: 5
出发时间：525.26,到达时间：533.11,到达区域: 1
出发时间：570.90,到达时间：580.30,到达区域: 2
出发时间：608.99,到达时间：615.35,到达区域: 4
出发时间：706.53,到达时间：713.00,到达区域: 2
出发时间：729.93,到达时间：734.47,到达区域: 3
出发时间：763.69,到达时间：768.74,到达区域: 6
出发时间：825.55,到达时间：832.14,到达区域: 7
出发时间：882.89,到达时间：897.11,到达区域: 9
出发时间：965.25,到达时间：978.34,到达区域: 8
出发时间：1042.33,到达时间：1054.08,到达区域: 1
出发时间：1102.68,到达时间：1109.98,到达区域: 5
自行车序号:312,出发区域: 2
出发时间：477.64,到达时间：486.37,到达区域: 8
出发时间：574.04,到达时间：578.60,到达区域: 7
出发时间：648.33,到达时间：652.90,到达区域: 8
出发时间：663.07,到达时间：667.15,到达区域: 3
出发时间：733.29,到达时间：737.69,到达区域: 2
出发时间：743.66,到达时间：754.00,到达区域: 1
出发时间：782.13,到达时间：794.93,到达区域: 9
出发时间：824.03,到达时间：837.43,到达区域: 3
出发时间：848.17,到达时间：853.35,到达区域: 2
出发时间：906.66,到达时间：917.84,到达区域:10
出发时间：994.95,到达时间：1002.65,到达区域: 1
出发时间：1054.42,到达时间：1066.01,到达区域: 9
出发时间：1159.08,到达时间：1163.36,到达区域:10
出发时间：1209.16,到达时间：1221.74,到达区域: 5
出发时间：1259.34,到达时间：1269.32,到达区域: 6
出发时间：1281.21,到达时间：1287.88,到达区域: 4
出发时间：1312.08,到达时间：1326.66,到达区域: 3
出发时间：1400.01,到达时间：1412.34,到达区域: 4
自行车序号:313,出发区域: 9
出发时间：413.43,到达时间：418.16,到达区域:10
出发时间：495.78,到达时间：508.38,到达区域: 7
出发时间：595.12,到达时间：604.75,到达区域: 2
出发时间：624.09,到达时间：632.66,到达区域: 8
出发时间：677.12,到达时间：689.81,到达区域: 9
出发时间：748.21,到达时间：760.97,到达区域: 8
出发时间：840.05,到达时间：844.43,到达区域: 3
出发时间：893.06,到达时间：907.10,到达区域: 1
出发时间：984.68,到达时间：994.34,到达区域: 6
出发时间：1038.38,到达时间：1042.26,到达区域: 8
